genome	source	strains	expand	GTDB_capture	novo	contigs	genome_size	avg_len	N50_len	N90_len	GC	completeness	contamination	gene	5S	16S	23S	tRNA	quality	domain	phylum	class	order	family	genus	species
PN11RF.vae.962	metagenome-assembly	1	Yes	No	Yes	403	1104377	2740.39	2851	1684	38.59	73.32	5.31	3088	0	2	0	17	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__
PN11RG.bin.1	metagenome-assembly	1	Yes	No	Yes	454	1414937	3116.6	3394	1911	58.4	51.33	2.47	1391	0	0	0	16	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__
PN11RG.bin.118	metagenome-assembly	1	No	Yes	No	55	1204234	21895.16	34885	11311	41.99	96.84	0.08	1626	0	2	0	40	medium-quality	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAKQTH01	s__CAKQTH01 sp934276635
PN11RG.bin.126	metagenome-assembly	2	No	Yes	No	435	1187701	2730.35	2841	1772	52.47	62.55	1.04	1404	0	0	0	10	medium-quality	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Anaerovibrio	s__Anaerovibrio slackiae
PN11RG.bin.160	metagenome-assembly	11	No	Yes	No	42	2344401	55819.07	89121	28667	49.98	95.62	0.06	779	0	1	1	40	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__RF16	s__RF16 sp945827635
PN11RG.bin.206	metagenome-assembly	4	Yes	No	Yes	336	1808265	5381.74	7375	2476	45.72	83.11	1.73	1871	0	0	0	23	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__
PN11RG.bin.24	metagenome-assembly	2	No	Yes	No	21	1897878	90375.14	170814	53067	57.24	76.08	0.02	1049	0	0	0	40	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp900770705
PN11RG.bin.31	metagenome-assembly	4	No	Yes	No	330	1899223	5755.22	6899	3025	52.96	79.21	0.09	1906	0	0	0	31	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp004552865
PN11RG.bin.82	metagenome-assembly	1	Yes	Yes	No	360	908940	2524.83	2506	1666	35.21	60.76	0.04	971	0	0	0	14	medium-quality	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__SFHR01	s__SFHR01 sp004555545
PN11RG.vae.14036	metagenome-assembly	11	No	No	No	332	1251466	3769.48	4342	2055	56.35	72.47	1.47	1491	0	0	0	28	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__
PN11RG.vae.16435	metagenome-assembly	1	Yes	No	Yes	614	1600378	2606.48	2632	1688	43.85	52.59	1.59	2217	0	0	0	25	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JALFVM01	s__
PN11RG.vae.20532	metagenome-assembly	11	No	Yes	No	45	2552787	56728.6	102461	29955	42.84	99.24	0.15	2364	1	0	0	39	medium-quality	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D sp016293645
PN11RG.vae.2977	metagenome-assembly	4	Yes	No	Yes	175	2090544	11945.97	18623	5755	57.59	81.47	2.45	2049	1	0	0	35	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN11RG.vae.32922	metagenome-assembly	2	Yes	No	Yes	126	4401912	34935.81	105652	26029	29.1	100	4.49	3964	6	5	2	76	high-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN11RG.vae.33099	metagenome-assembly	1	Yes	No	Yes	275	1357060	4934.76	5556	2815	57.02	53.74	0.49	1443	2	0	0	26	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN11RG.vae.37198	metagenome-assembly	16	Yes	Yes	No	234	2440784	10430.7	13291	5397	61.88	84.02	1.5	2359	3	2	0	37	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Faecivicinus	s__Faecivicinus sp004555155
PN11RG.vae.40958	metagenome-assembly	14	No	No	No	245	1498300	6115.51	7663	3110	56.21	88.12	1.66	1621	0	2	0	33	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__RGIG7114	s__
PN11RG.vae.47579	metagenome-assembly	1	Yes	No	Yes	173	2143888	12392.42	18603	5805	55.27	82.65	3.94	1926	3	2	0	30	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN11RG.vae.78453	metagenome-assembly	1	Yes	No	Yes	315	1033608	3281.3	3521	1856	41.68	54.06	1.96	1255	0	0	0	19	medium-quality	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__RUG410	s__
PN11RG.vae.87033	metagenome-assembly	3	Yes	No	Yes	325	1049316	3228.66	3576	1824	50.87	55.15	0.14	1117	0	0	0	18	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__W0P28-013	s__
PN11RH.bin.1	metagenome-assembly	1	Yes	No	Yes	179	530427	2963.28	3174	1784	36.01	70.67	0.15	1968	0	0	0	12	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__RUG12519	s__
PN11RH.bin.10	metagenome-assembly	1	Yes	No	Yes	482	3167912	6572.43	9125	2870	35.62	85.57	1.03	3118	1	4	2	36	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__Cellulosilyticum	s__
PN11RH.bin.120	metagenome-assembly	1	Yes	No	Yes	395	1314319	3327.39	3678	1931	46.31	60.68	7.38	1539	1	0	0	11	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__
PN11RH.bin.174	metagenome-assembly	5	Yes	No	Yes	433	1568681	3622.82	3927	2030	46.93	73.35	0.29	1779	0	0	0	33	medium-quality	d__Bacteria	p__Bacillota_B	c__Peptococcia	o__Peptococcales	f__Peptococcaceae	g__UBA7185	s__
PN11RH.bin.191	metagenome-assembly	2	Yes	No	Yes	481	1546389	3214.95	3559	1921	49.13	58.92	3.06	1686	0	0	0	17	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__RGIG4034	s__
PN11RH.bin.211	metagenome-assembly	1	Yes	No	Yes	500	1224737	2449.47	2405	1639	34.9	53.03	5.28	1206	1	0	0	25	medium-quality	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__
PN11RH.bin.22	metagenome-assembly	2	Yes	Yes	No	360	1027187	2853.3	3001	1847	50.96	54.04	0.38	1040	0	0	0	18	medium-quality	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Oxalobacter	s__Oxalobacter sp900760095
PN11RH.bin.78	metagenome-assembly	2	Yes	No	Yes	393	1566195	3985.23	4487	2157	48.71	56.26	5.64	1541	0	0	0	11	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA3663	g__UBA3663	s__
PN11RH.vae.11653	metagenome-assembly	2	No	No	No	148	2264530	15300.88	19772	8474	48.26	78.83	0.19	1783	1	2	2	36	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__
PN11RH.vae.13129	metagenome-assembly	1	Yes	No	Yes	449	1591434	3544.4	4057	2013	39.93	60.27	1.68	1338	0	0	0	13	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__NK4A136	s__
PN11RH.vae.15484	metagenome-assembly	7	Yes	No	Yes	131	1762269	13452.44	19240	6770	53.54	84.35	1.25	1655	3	1	0	53	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAKQOE01	s__
PN11RH.vae.51299	metagenome-assembly	9	No	Yes	No	125	2376467	19011.74	26977	9234	56.59	85.5	0.02	1649	0	2	0	51	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp945828345
PN11RH.vae.8287	metagenome-assembly	1	No	No	No	233	1566834	6724.61	8108	3674	39.21	57.36	0.21	1652	0	0	0	30	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA2882	s__
PN11RH.vae.919	metagenome-assembly	1	Yes	No	Yes	366	1107695	3026.49	3266	1849	42.5	54.1	0.37	1248	0	0	0	15	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__DTU089	s__
PN11RH.vae.9796	metagenome-assembly	1	Yes	No	Yes	213	1230776	5778.29	7447	3109	57.57	50.06	4.05	1743	0	0	0	17	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__
PN11RI.bin.118	metagenome-assembly	2	Yes	No	Yes	158	2036692	12890.46	18890	6439	48.78	82.31	0.01	1412	0	1	0	32	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__RF16	s__
PN11RI.bin.137	metagenome-assembly	1	Yes	Yes	No	336	1214730	3615.27	4257	1939	29.76	52.28	9.36	1208	2	0	0	15	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp000435835
PN11RI.bin.143	metagenome-assembly	1	Yes	No	Yes	412	1079590	2620.36	2681	1729	62.68	58.71	0.28	1637	0	0	0	16	medium-quality	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__
PN11RI.bin.151	metagenome-assembly	1	No	Yes	No	498	1646166	3305.55	3644	1888	52.77	65.05	1.36	2267	0	0	0	15	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-382	g__UMGS1052	s__UMGS1052 sp900548115
PN11RI.bin.209	metagenome-assembly	185	No	Yes	No	83	2638031	31783.51	43202	17886	50.13	90.05	0.16	1921	0	0	0	50	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA4372	s__UBA4372 sp900766785
PN11RI.bin.22	metagenome-assembly	1	Yes	Yes	No	470	1529494	3254.24	3552	1847	40.72	67.13	3.3	1769	0	0	0	21	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3766	s__UBA3766 sp900769175
PN11RI.bin.91	metagenome-assembly	4	No	No	No	113	2262115	20018.72	30275	10743	57.34	88.75	0.39	1164	0	0	0	42	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__
PN11RI.bin.98	metagenome-assembly	1	No	Yes	No	33	1564049	47395.43	63775	22791	39.81	100	0.28	1651	0	0	0	37	medium-quality	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__RUG410	s__RUG410 sp017479785
PN11RI.vae.14133	metagenome-assembly	1	Yes	No	Yes	549	1611255	2934.89	3123	1822	50.08	56.8	8.99	2477	0	0	0	15	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__
PN11RI.vae.1829	metagenome-assembly	4	No	No	No	295	3147836	10670.63	15728	5133	39.13	92.66	2.2	1275	5	2	2	34	high-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__HUN007	s__
PN11RI.vae.288	metagenome-assembly	2	Yes	Yes	No	394	1131310	2871.35	2993	1820	61.34	55.44	0.73	1456	0	0	0	15	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp004556965
PN11RI.vae.29069	metagenome-assembly	1	Yes	Yes	No	198	514205	2596.99	2739	1644	27.01	53.3	0.25	640	0	2	0	19	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp934162325
PN11RI.vae.313	metagenome-assembly	1	Yes	No	Yes	312	1622007	5198.74	6393	2639	58.33	76.53	4.16	1730	0	1	0	27	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN11RI.vae.36013	metagenome-assembly	13	No	Yes	No	54	2598293	48116.54	110105	26688	37.25	99.91	0.38	1595	2	2	0	37	medium-quality	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D sp900769985
PN11RI.vae.43284	metagenome-assembly	1	No	No	No	142	2238045	15760.88	22419	7506	55.98	90.07	6.73	1493	1	0	0	44	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN11RI.vae.4412	metagenome-assembly	5	No	No	No	34	1142977	33616.97	71932	15853	36.32	95.13	0.3	1564	2	0	3	42	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1491	s__
PN11RI.vae.51642	metagenome-assembly	3	No	No	No	150	1583019	10553.46	14350	5880	41.74	88.46	1.93	719	0	0	0	40	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__
PN11RI.vae.52251	metagenome-assembly	4	Yes	No	Yes	178	1470684	8262.27	12493	3573	43.26	93.98	0.01	1477	0	0	0	39	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UMGS1883	f__HGM11501	g__HGM11501	s__
PN11RI.vae.576	metagenome-assembly	2	No	Yes	No	46	1911133	41546.37	62430	22761	44.65	99.7	0.01	1459	0	2	0	56	medium-quality	d__Bacteria	p__Bacillota_B	c__Peptococcia	o__Peptococcales	f__Peptococcaceae	g__UMGS1590	s__UMGS1590 sp900759105
PN11RI.vae.5791	metagenome-assembly	1	Yes	No	Yes	166	637703	3841.58	4813	2036	56.14	57.26	2.39	1890	0	0	0	12	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__
PN11RI.vae.7714	metagenome-assembly	1	No	No	No	171	1491260	8720.82	11395	4531	56.91	62.35	0.71	2291	0	0	0	30	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__
PN11RI.vae.8176	metagenome-assembly	2	Yes	No	Yes	267	813794	3047.92	3133	1785	30.11	81.84	0.48	2210	1	0	2	29	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA3753	s__
PN11RJ.bin.152	metagenome-assembly	1	Yes	Yes	No	546	1441734	2640.54	2642	1746	61.85	63.32	6.81	1661	0	0	0	18	medium-quality	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia sp022787425
PN11RJ.bin.205	metagenome-assembly	3	Yes	Yes	No	103	1988693	19307.7	33907	8215	50.57	99.52	0.38	1581	0	0	2	38	medium-quality	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Oxalobacter	s__Oxalobacter sp900760095
PN11RJ.vae.1284	metagenome-assembly	1	No	No	No	355	1104588	3111.52	3319	1881	42.85	67.21	1.58	1329	0	0	0	16	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__
PN11RJ.vae.16782	metagenome-assembly	1	Yes	No	Yes	352	1664845	4729.67	5589	2510	56.72	67.36	0.97	2169	0	0	0	25	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN11RJ.vae.25070	metagenome-assembly	1	Yes	No	Yes	246	711624	2892.78	2899	1728	28.02	53.05	0.53	957	0	0	0	5	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__JAEDES01	s__
PN11RJ.vae.27966	metagenome-assembly	2	No	No	No	187	1285419	6873.9	8269	3551	38.39	71.4	0.99	1348	1	0	0	22	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__
PN11RJ.vae.31056	metagenome-assembly	1	Yes	No	Yes	286	1768712	6184.31	7339	3375	46.66	79.65	0.41	1876	0	0	0	25	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-353	s__
PN11RJ.vae.37594	metagenome-assembly	1	No	No	No	196	1385515	7068.95	8587	3849	46.64	68.71	0.57	1418	0	2	0	21	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CAG-353	s__
PN11RJ.vae.38048	metagenome-assembly	1	Yes	Yes	No	299	913300	3054.52	3250	1861	25.77	71.68	3.57	1125	0	0	2	18	medium-quality	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Coprovivens	s__Coprovivens sp016296185
PN11RJ.vae.39599	metagenome-assembly	3	Yes	No	Yes	187	1806580	9660.86	14087	4585	47.18	93.37	2.78	1809	0	0	0	24	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__W0P33-017	s__
PN11RJ.vae.50594	metagenome-assembly	6	No	No	No	192	2170001	11302.09	17707	5162	43.21	90.17	2.6	2029	0	1	0	34	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminiclostridium_E	s__
PN11RJ.vae.6926	metagenome-assembly	1	No	Yes	No	219	1301394	5942.44	6877	3473	51.4	68.4	0.55	1266	0	0	2	23	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__RF16	s__RF16 sp945828585
PN11RJ.vae.75920	metagenome-assembly	2	Yes	Yes	No	51	1859345	36457.75	51862	18564	59.95	90.1	1.19	1800	0	0	0	33	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp016293265
PN11RK.bin.108	metagenome-assembly	2	Yes	No	Yes	159	1274314	8014.55	13090	3372	55.98	77.05	1.02	1773	0	2	0	23	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__
PN11RK.bin.123	metagenome-assembly	58	No	Yes	No	160	2302938	14393.36	22648	6696	49.37	99.81	0.08	1951	1	2	2	42	high-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Limisoma	s__Limisoma sp004555955
PN11RK.bin.18	metagenome-assembly	1	Yes	No	Yes	397	1342765	3382.28	3682	1945	45.75	54.92	3.05	1410	0	0	0	11	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__
PN11RK.bin.197	metagenome-assembly	8	No	Yes	No	113	2405794	21290.21	35727	10439	46.38	91.36	0.11	1227	1	0	0	47	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp022782305
PN11RK.bin.56	metagenome-assembly	16	No	Yes	No	95	2732154	28759.52	41013	13383	49.79	98.16	0.03	2116	1	0	1	51	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900543975
PN11RK.bin.57	metagenome-assembly	2	Yes	No	Yes	243	1895270	7799.46	11614	3618	56.05	66.7	7.02	1976	0	0	0	37	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN11RK.bin.88	metagenome-assembly	1	Yes	No	Yes	523	2780929	5317.26	7207	2310	28.64	66.49	8	1311	0	1	0	52	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__
PN11RK.vae.102815	metagenome-assembly	3	No	Yes	No	42	1889818	44995.67	63526	27692	53.94	96.21	0.34	1738	0	2	0	39	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp900548155
PN11RK.vae.11075	metagenome-assembly	1	Yes	No	Yes	413	1070512	2592.04	2575	1707	56.91	51.63	2.03	870	0	2	2	16	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoscilispira	s__
PN11RK.vae.11286	metagenome-assembly	6	Yes	No	Yes	306	2801805	9156.23	11929	4488	45.34	91.03	0.39	2630	0	1	0	47	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladousia	s__
PN11RK.vae.14576	metagenome-assembly	1	Yes	No	Yes	187	1073680	5741.6	6711	3103	57.15	50.63	3.31	1867	0	0	0	13	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN11RK.vae.14765	metagenome-assembly	2	Yes	No	Yes	361	1810228	5014.48	6156	2732	61.01	60.79	0.39	1138	1	0	0	21	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Ventricola	s__
PN11RK.vae.18645	metagenome-assembly	2	No	No	No	427	1522769	3566.2	3942	1963	50.59	73.92	0.98	2043	0	1	0	21	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__
PN11RK.vae.21049	metagenome-assembly	2	No	No	No	60	2472610	41210.17	54880	24550	47.56	85.04	0.21	1569	1	1	2	47	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__	s__
PN11RK.vae.24606	metagenome-assembly	4	Yes	No	Yes	76	1944102	25580.29	43529	11790	36.06	93.43	0.16	2159	4	0	1	36	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__
PN11RK.vae.25272	metagenome-assembly	25	No	Yes	No	66	2591963	39272.17	58960	19391	48.59	91.64	0.07	1840	2	2	2	47	high-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__W0P31-042	s__W0P31-042 sp004557195
PN11RK.vae.26252	metagenome-assembly	5	Yes	No	Yes	220	1352711	6148.69	7762	3049	63.89	69.61	1.62	1387	0	2	0	18	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAKUEI01	s__
PN11RK.vae.27069	metagenome-assembly	2	Yes	No	Yes	333	1725115	5180.53	6028	2732	45.94	77.55	2.33	1803	0	0	1	29	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__
PN11RK.vae.34303	metagenome-assembly	1	Yes	No	Yes	189	2811058	14873.32	22658	7011	51.59	83.31	0.08	1705	0	0	2	48	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__
PN11RK.vae.3461	metagenome-assembly	15	No	Yes	No	200	2142423	10712.12	16451	5021	52.87	87.5	0.04	2202	1	2	0	46	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA4372	s__UBA4372 sp004559785
PN11RK.vae.4648	metagenome-assembly	1	No	No	No	537	1623249	3022.81	3308	1787	59.02	76.8	4.12	1961	2	0	0	25	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__
PN11RK.vae.7492	metagenome-assembly	1	Yes	No	Yes	391	1383723	3538.93	3983	2015	47.15	53.74	2.07	1191	0	0	0	15	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__KLE1615	s__
PN11RK.vae.814	metagenome-assembly	3	No	No	No	124	1889815	15240.44	23086	7339	54.31	84.51	0.67	1518	2	0	0	45	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN11RK.vae.9311	metagenome-assembly	5	No	Yes	No	151	1903015	12602.75	24596	5002	31.02	99.34	1.79	1954	0	4	4	32	medium-quality	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__UBA791	s__UBA791 sp934693165
PN11RL.bin.107	metagenome-assembly	31	No	Yes	No	288	2648803	9197.23	14625	3849	44.72	85.75	0.23	2203	1	1	1	53	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp945829115
PN11RL.bin.2	metagenome-assembly	1	Yes	Yes	No	699	1714534	2452.84	2461	1644	34.9	57.39	3.65	1544	0	0	0	17	medium-quality	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D sp945868875
PN11RL.bin.98	metagenome-assembly	11	No	Yes	No	169	2474354	14641.15	19927	7866	53.81	85.08	0.54	1897	1	0	0	46	medium-quality	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp945787885
PN11RL.vae.5202	metagenome-assembly	2	Yes	No	Yes	203	1509827	7437.57	9136	4089	48.29	60.44	0.26	1808	0	0	0	19	medium-quality	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladousia	s__
