genomospecies	GCF	BGC	GCC	Accession_ID	Description	Product_Prediction	BiGSCAPE_class	Organism	Taxonomy	length	genome	source	domain	phylum	class	order	family	genus	species
PN14RE.bin.96	GCF06924	PN14RE.bin.96_k141_161427.region001	GCC06924	k141_161427	k141_161427	cyclic-lactone-autoinducer	RiPPs	NA	NA	23141	PN14RE.bin.96	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3766	s__UBA3766 sp900769175
PN14RE.bin.96	GCF11475	PN2RC.vae.4474_k141_2344750.region001	GCC09846	k141_2344750	k141_2344750	betalactone	Others	NA	NA	10817	PN2RC.vae.4474	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3766	s__UBA3766 sp900769175
PN14RE.bin.96	GCF13538	PN4RE.bin.30_k141_1603182.region001	GCC10098	k141_1603182	k141_1603182	cyclic-lactone-autoinducer	RiPPs	NA	NA	6974	PN4RE.bin.30	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3766	s__UBA3766 sp900769175
PN14RE.vae.12682	GCF07611	PN5RH.bin.184_k141_577859.region001	GCC11657	k141_577859	k141_577859	cyclic-lactone-autoinducer	RiPPs	NA	NA	17236	PN5RH.bin.184	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-1000	s__CAG-1000 sp004560915
PN14RE.vae.12682	GCF13806	PN14RE.vae.12682_k141_606969.region001	GCC09349	k141_606969	k141_606969	cyclic-lactone-autoinducer	RiPPs	NA	NA	10556	PN14RE.vae.12682	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-1000	s__CAG-1000 sp004560915
PN14RE.vae.18168	GCF03563	PN1CD.vae.1626_k141_195601.region001	GCC11156	k141_195601	k141_195601	betalactone	Others	NA	NA	7298	PN1CD.vae.1626	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900770015
PN14RE.vae.18168	GCF03821	PN10RF.vae.30583_k141_263539.region001	GCC10984	k141_263539	k141_263539	ranthipeptide	RiPPs	NA	NA	6417	PN10RF.vae.30583	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900770015
PN14RE.vae.18168	GCF04344	PN10RB.vae.41311_k141_264259.region001	GCC13749	k141_264259	k141_264259	ranthipeptide	RiPPs	NA	NA	10075	PN10RB.vae.41311	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900770015
PN14RE.vae.18168	GCF04823	PN14RE.vae.18168_k141_259976.region001	GCC02617	k141_259976	k141_259976	ranthipeptide	RiPPs	NA	NA	8099	PN14RE.vae.18168	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900770015
PN14RE.vae.18168	GCF06933	PN14RE.vae.18168_k141_383612.region001	GCC09649	k141_383612	k141_383612	betalactone	Others	NA	NA	19551	PN14RE.vae.18168	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900770015
PN14RE.vae.18168	GCF15896	PN1CD.vae.1626_k141_488919.region001	GCC13970	k141_488919	k141_488919	ranthipeptide	RiPPs	NA	NA	5328	PN1CD.vae.1626	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp900770015
PN14RF.bin.142	GCF09568	PN1CJ.vae.1605_k141_483725.region001	GCC03671	k141_483725	k141_483725	RRE-containing	RiPPs	NA	NA	9497	PN1CJ.vae.1605	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp945613045
PN14RF.bin.142	GCF12132	PN15RI.bin.6_k141_384876.region001	GCC12132	k141_384876	k141_384876	ranthipeptide	RiPPs	NA	NA	20224	PN15RI.bin.6	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp945613045
PN14RF.bin.142	GCF15337	PN7RA.vae.1916_k141_483169.region001	GCC15337	k141_483169	k141_483169	ranthipeptide	RiPPs	NA	NA	5576	PN7RA.vae.1916	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp945613045
PN14RF.vae.3391	GCF09065	PN16RR.bin.164_k141_494973.region001	GCC04078	k141_494973	k141_494973	terpene	Terpene	NA	NA	10022	PN16RR.bin.164	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Jeotgalibaca	s__Jeotgalibaca porci
PN14RF.vae.4766	GCF06780	PN14RF.vae.4766_k141_29516.region001	GCC03069	k141_29516	k141_29516	betalactone.NRPS-like	Others	NA	NA	43489	PN14RF.vae.4766	metagenome-assembly	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Thermoguttaceae	g__RUG369	s__RUG369 sp004556055
PN14RF.vae.4766	GCF06908	PN16RK.bin.43_k141_129624.region001	GCC10688	k141_129624	k141_129624	betalactone	Others	NA	NA	8128	PN16RK.bin.43	metagenome-assembly	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Thermoguttaceae	g__RUG369	s__RUG369 sp004556055
PN14RF.vae.940	GCF08189	PN3IH.bin.2_k141_57048.region001	GCC14558	k141_57048	k141_57048	cyclic-lactone-autoinducer	RiPPs	NA	NA	6140	PN3IH.bin.2	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__Haloplasmatales	f__Turicibacteraceae	g__Turicibacter	s__Turicibacter bilis
PN14RG.bin.125	GCF05513	PN12RC.vae.349_k141_801607.region001	GCC05513	k141_801607	k141_801607	RRE-containing	RiPPs	NA	NA	5168	PN12RC.vae.349	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__SFHK01	s__SFHK01 sp004556395
PN14RG.bin.125	GCF06996	PN14RG.bin.125_k141_452800.region001	GCC15346	k141_452800	k141_452800	betalactone	Others	NA	NA	29211	PN14RG.bin.125	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__SFHK01	s__SFHK01 sp004556395
PN14RG.bin.125	GCF06997	PN14RG.bin.125_k141_51919.region001	GCC16289	k141_51919	k141_51919	ranthipeptide	RiPPs	NA	NA	6804	PN14RG.bin.125	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__SFHK01	s__SFHK01 sp004556395
PN14RG.vae.10819	GCF07198	PN14RG.vae.10819_k141_1329471.region001	GCC07198	k141_1329471	k141_1329471	ranthipeptide	RiPPs	NA	NA	5151	PN14RG.vae.10819	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__	s__
PN14RG.vae.3423	GCF03199	PN14RA.vae.9035_k141_973570.region001	GCC11294	k141_973570	k141_973570	ranthipeptide	RiPPs	NA	NA	7156	PN14RA.vae.9035	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__TWA4	s__
PN14RG.vae.3423	GCF05107	PN11RH.vae.2515_k141_2098002.region001	GCC12229	k141_2098002	k141_2098002	ranthipeptide	RiPPs	NA	NA	12067	PN11RH.vae.2515	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__TWA4	s__
PN14RG.vae.3423	GCF16425	PN7RK.vae.3546_k141_1994954.region001	GCC11420	k141_1994954	k141_1994954	RRE-containing	RiPPs	NA	NA	20285	PN7RK.vae.3546	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__TWA4	s__
PN14RH.bin.111	GCF06870	PN14RH.bin.111_k141_41951.region001	GCC11634	k141_41951	k141_41951	cyclic-lactone-autoinducer	RiPPs	NA	NA	20739	PN14RH.bin.111	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__
PN14RH.bin.111	GCF07038	PN14RH.bin.111_k141_1832576.region001	GCC04400	k141_1832576	k141_1832576	RiPP-like	RiPPs	NA	NA	6477	PN14RH.bin.111	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__
PN14RH.bin.111	GCF07039	PN14RH.bin.111_k141_1876966.region001	GCC08661	k141_1876966	k141_1876966	ranthipeptide	RiPPs	NA	NA	21368	PN14RH.bin.111	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__
PN14RH.bin.111	GCF07042	PN14RH.bin.111_k141_844473.region001	GCC08087	k141_844473	k141_844473	NRPS	NRPS	NA	NA	29874	PN14RH.bin.111	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__
PN14RH.bin.111	GCF07043	PN14RH.bin.111_k141_904378.region001	GCC00319	k141_904378	k141_904378	NRPS-like	NRPS	NA	NA	24589	PN14RH.bin.111	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__
PN14RH.bin.111	GCF11115	PN14RH.bin.111_k141_226342.region001	GCC11900	k141_226342	k141_226342	RRE-containing	RiPPs	NA	NA	12248	PN14RH.bin.111	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__
PN14RH.bin.183	GCF06114	PN1RF.bin.125_k141_78767.region001	GCC06114	k141_78767	k141_78767	arylpolyene	Others	NA	NA	9417	PN1RF.bin.125	metagenome-assembly	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D porcinum
PN14RH.bin.183	GCF11752	PN14RD.bin.99_k141_23022.region001	GCC16979	k141_23022	k141_23022	arylpolyene	Others	NA	NA	5139	PN14RD.bin.99	metagenome-assembly	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D porcinum
PN14RH.bin.183	GCF15809	PN14RH.bin.183_k141_614613.region001	GCC06114	k141_614613	k141_614613	arylpolyene	Others	NA	NA	5675	PN14RH.bin.183	metagenome-assembly	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D porcinum
PN14RH.bin.58	GCF07052	PN14RH.bin.58_k141_905691.region001	GCC14180	k141_905691	k141_905691	ranthipeptide	RiPPs	NA	NA	13751	PN14RH.bin.58	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__RUG472	s__RUG472 sp900545265
PN14RH.vae.37805	GCF03563	PN14RH.vae.37805_k141_72181.region001	GCC11156	k141_72181	k141_72181	betalactone	Others	NA	NA	5829	PN14RH.vae.37805	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN14RH.vae.60503	GCF07077	PN14RH.vae.60503_k141_702285.region001	GCC16558	k141_702285	k141_702285	cyclic-lactone-autoinducer	RiPPs	NA	NA	8911	PN14RH.vae.60503	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-45	s__
PN14RH.vae.6914	GCF07081	PN9RI.vae.27858_k141_364788.region001	GCC03390	k141_364788	k141_364788	arylpolyene	Others	NA	NA	33604	PN9RI.vae.27858	metagenome-assembly	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RFP12	f__UBA1067	g__UBA1067	s__UBA1067 sp945613785
PN14RH.vae.6914	GCF07082	PN9RI.vae.27858_k141_12790.region001	GCC18333	k141_12790	k141_12790	arylpolyene	Others	NA	NA	24845	PN9RI.vae.27858	metagenome-assembly	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RFP12	f__UBA1067	g__UBA1067	s__UBA1067 sp945613785
PN14RH.vae.6914	GCF07938	PN9RI.vae.27858_k141_512193.region001	GCC09887	k141_512193	k141_512193	betalactone	Others	NA	NA	26799	PN9RI.vae.27858	metagenome-assembly	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RFP12	f__UBA1067	g__UBA1067	s__UBA1067 sp945613785
PN14RH.vae.6914	GCF11651	PN8RL.vae.16574_k141_554018.region001	GCC11651	k141_554018	k141_554018	arylpolyene	Others	NA	NA	6969	PN8RL.vae.16574	metagenome-assembly	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RFP12	f__UBA1067	g__UBA1067	s__UBA1067 sp945613785
PN14RH.vae.6914	GCF17407	PN8RL.vae.16574_k141_174128.region001	GCC09774	k141_174128	k141_174128	arylpolyene	Others	NA	NA	5714	PN8RL.vae.16574	metagenome-assembly	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__RFP12	f__UBA1067	g__UBA1067	s__UBA1067 sp945613785
PN14RI.bin.213	GCF07100	PN14RI.bin.213_k141_1397388.region001	GCC06433	k141_1397388	k141_1397388	NRPS-like	NRPS	NA	NA	19541	PN14RI.bin.213	metagenome-assembly	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__UBA1407	f__UBA1407	g__UBA1724	s__UBA1724 sp016302725
PN14RI.bin.213	GCF07101	PN14RI.bin.213_k141_1962384.region001	GCC17790	k141_1962384	k141_1962384	NRPS-like	NRPS	NA	NA	8319	PN14RI.bin.213	metagenome-assembly	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__UBA1407	f__UBA1407	g__UBA1724	s__UBA1724 sp016302725
PN14RI.bin.95	GCF07198	PN14RI.bin.95_k141_1354810.region001	GCC07198	k141_1354810	k141_1354810	ranthipeptide	RiPPs	NA	NA	6047	PN14RI.bin.95	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__	s__
PN14RI.vae.2183	GCF14132	PN14RI.vae.2183_k141_1317850.region001	GCC11420	k141_1317850	k141_1317850	ranthipeptide	RiPPs	NA	NA	11963	PN14RI.vae.2183	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__CAG-238 sp022787405
PN14RI.vae.6677	GCF07133	PN14RI.vae.6677_k141_2044215.region001	GCC05051	k141_2044215	k141_2044215	RRE-containing	RiPPs	NA	NA	18344	PN14RI.vae.6677	metagenome-assembly	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__UBA1407	f__UBA1407	g__CAAGGB01	s__CAAGGB01 sp945827525
PN14RI.vae.6677	GCF07134	PN14RI.vae.6677_k141_866713.region001	GCC15156	k141_866713	k141_866713	NRPS-like	NRPS	NA	NA	17996	PN14RI.vae.6677	metagenome-assembly	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__UBA1407	f__UBA1407	g__CAAGGB01	s__CAAGGB01 sp945827525
PN14RJ.bin.84	GCF17149	PN14RJ.bin.84_k141_1103851.region001	GCC17149	k141_1103851	k141_1103851	ranthipeptide	RiPPs	NA	NA	5466	PN14RJ.bin.84	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__SFEL01	s__SFEL01 sp004557245
PN14RJ.vae.18394	GCF03817	PN14RJ.vae.18394_k141_666427.region001	GCC09472	k141_666427	k141_666427	RiPP-like	RiPPs	NA	NA	9275	PN14RJ.vae.18394	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-793	s__
PN14RJ.vae.18394	GCF07157	PN14RJ.vae.18394_k141_864135.region001	GCC11658	k141_864135	k141_864135	NRPS	NRPS	NA	NA	8039	PN14RJ.vae.18394	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-793	s__
PN14RJ.vae.2673	GCF06780	PN14RJ.vae.2673_k141_609235.region001	GCC03069	k141_609235	k141_609235	betalactone.NRPS-like	Others	NA	NA	32212	PN14RJ.vae.2673	metagenome-assembly	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Thermoguttaceae	g__RUG369	s__
PN14RJ.vae.28141	GCF06847	PN14RJ.vae.28141_k141_785153.region001	GCC13727	k141_785153	k141_785153	ranthipeptide	RiPPs	NA	NA	14836	PN14RJ.vae.28141	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SFDP01	s__SFDP01 sp004558185
PN14RJ.vae.28141	GCF07160	PN14RJ.vae.28141_k141_539066.region001	GCC06641	k141_539066	k141_539066	cyclic-lactone-autoinducer	RiPPs	NA	NA	5535	PN14RJ.vae.28141	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SFDP01	s__SFDP01 sp004558185
PN14RJ.vae.28141	GCF07161	PN14RJ.vae.28141_k141_727186.region001	GCC07322	k141_727186	k141_727186	RiPP-like	RiPPs	NA	NA	5230	PN14RJ.vae.28141	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SFDP01	s__SFDP01 sp004558185
PN14RJ.vae.28141	GCF07163	PN14RJ.vae.28141_k141_8977.region001	GCC05106	k141_8977	k141_8977	cyclic-lactone-autoinducer	RiPPs	NA	NA	11057	PN14RJ.vae.28141	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SFDP01	s__SFDP01 sp004558185
PN14RK.vae.22272	GCF03572	PN8RC.bin.95_k141_589785.region001	GCC03950	k141_589785	k141_589785	betalactone	Others	NA	NA	22552	PN8RC.bin.95	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__	s__
PN14RK.vae.22272	GCF07203	PN14RK.vae.22272_k141_1507306.region001	GCC09887	k141_1507306	k141_1507306	betalactone	Others	NA	NA	6263	PN14RK.vae.22272	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__	s__
PN14RK.vae.22272	GCF14844	PN8RO.vae.12808_k141_2009243.region001	GCC08795	k141_2009243	k141_2009243	ranthipeptide	RiPPs	NA	NA	6213	PN8RO.vae.12808	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__	s__
PN14RK.vae.28654	GCF14329	PN14RK.vae.28654_k141_1540289.region001	GCC03578	k141_1540289	k141_1540289	ranthipeptide	RiPPs	NA	NA	13293	PN14RK.vae.28654	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN14RK.vae.3709	GCF05828	PN13RB.bin.37_k141_743420.region001	GCC09080	k141_743420	k141_743420	ranthipeptide	RiPPs	NA	NA	21582	PN13RB.bin.37	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF05964	PN2CB.vae.6099_k141_1136531.region001	GCC09929	k141_1136531	k141_1136531	NRPS	NRPS	NA	NA	10012	PN2CB.vae.6099	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF05965	PN13RD.vae.8088_k141_1956337.region001	GCC15812	k141_1956337	k141_1956337	ranthipeptide	RiPPs	NA	NA	6334	PN13RD.vae.8088	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF06536	PN13RP.vae.8583_k141_1955705.region001	GCC08151	k141_1955705	k141_1955705	NRPS	NRPS	NA	NA	6351	PN13RP.vae.8583	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF08398	PN2RJ.vae.1676_k141_933931.region001	GCC06033	k141_933931	k141_933931	NRPS	NRPS	NA	NA	10832	PN2RJ.vae.1676	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF08663	PN16RJ.bin.168_k141_948730.region001	GCC08663	k141_948730	k141_948730	NRPS	NRPS	NA	NA	6092	PN16RJ.bin.168	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF09327	PN2RJ.vae.1676_k141_686925.region001	GCC08663	k141_686925	k141_686925	NRPS	NRPS	NA	NA	7663	PN2RJ.vae.1676	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF10975	PN2LD.bin.115_k141_1289317.region001	GCC08316	k141_1289317	k141_1289317	NRPS	NRPS	NA	NA	19784	PN2LD.bin.115	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF11199	PN2RD.vae.1119_k141_543528.region001	GCC05759	k141_543528	k141_543528	NRPS	NRPS	NA	NA	11804	PN2RD.vae.1119	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF11400	PN2RA.vae.6103_k141_2517087.region001	GCC03861	k141_2517087	k141_2517087	lanthipeptide-class-ii	RiPPs	NA	NA	9112	PN2RA.vae.6103	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF11493	PN2RD.vae.1119_k141_853534.region001	GCC11493	k141_853534	k141_853534	ranthipeptide	RiPPs	NA	NA	5335	PN2RD.vae.1119	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.3709	GCF17956	PN2RG.bin.156_k141_1567188.region001	GCC10286	k141_1567188	k141_1567188	ranthipeptide	RiPPs	NA	NA	6315	PN2RG.bin.156	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus sp016298055
PN14RK.vae.4602	GCF04820	PN1RF.vae.11141_k141_1747193.region001	GCC07802	k141_1747193	k141_1747193	RRE-containing	RiPPs	NA	NA	5027	PN1RF.vae.11141	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__HUN007	s__HUN007 sp945876405
PN14RK.vae.4906	GCF03640	PN5RE.vae.17389_k141_280021.region001	GCC05085	k141_280021	k141_280021	RRE-containing	RiPPs	NA	NA	10190	PN5RE.vae.17389	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CALZFJ01	s__CALZFJ01 sp945645715
PN14RK.vae.4906	GCF17981	PN14RE.vae.2352_k141_971318.region001	GCC17981	k141_971318	k141_971318	RRE-containing	RiPPs	NA	NA	5042	PN14RE.vae.2352	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CALZFJ01	s__CALZFJ01 sp945645715
PN14RK.vae.5901	GCF03676	PN14RK.vae.5901_k141_483239.region001	GCC16501	k141_483239	k141_483239	RRE-containing	RiPPs	NA	NA	17720	PN14RK.vae.5901	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp945482615
PN14RL.bin.170	GCF07222	PN14RL.bin.170_k141_976388.region001	GCC09299	k141_976388	k141_976388	NRPS	NRPS	NA	NA	49519	PN14RL.bin.170	metagenome-assembly	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	s__Methanobrevibacter sp900314635
PN14RL.bin.170	GCF09692	PN14RL.bin.170_k141_1600098.region001	GCC03648	k141_1600098	k141_1600098	thioamitides	RiPPs	NA	NA	21952	PN14RL.bin.170	metagenome-assembly	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	s__Methanobrevibacter sp900314635
PN14RM.bin.124	GCF05852	PN14RM.bin.124_k141_318492.region001	GCC14482	k141_318492	k141_318492	ranthipeptide	RiPPs	NA	NA	13083	PN14RM.bin.124	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__
PN14RM.bin.124	GCF15351	PN13RO.vae.586_k141_522752.region001	GCC03951	k141_522752	k141_522752	ranthipeptide	RiPPs	NA	NA	8779	PN13RO.vae.586	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__
PN14RM.bin.124	GCF17389	PN14RM.bin.124_k141_1203097.region001	GCC08689	k141_1203097	k141_1203097	RRE-containing	RiPPs	NA	NA	16203	PN14RM.bin.124	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__
PN14RM.bin.95	GCF07030	PN1CC.vae.1312_k141_358247.region001	GCC07030	k141_358247	k141_358247	RRE-containing	RiPPs	NA	NA	11441	PN1CC.vae.1312	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp945827785
PN14RM.bin.95	GCF08110	PN16RA.bin.122_k141_1600331.region001	GCC05051	k141_1600331	k141_1600331	RRE-containing	RiPPs	NA	NA	6108	PN16RA.bin.122	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp945827785
